Key,CompanyName,OperatingAs,Latitude,Longitude,FullAddress,FSA,PhoneNumber,FAXNumber,WebAddress,LineOfBusiness,FacilitySize,IsImporter,IsExporter,IsManufacturing,LocationType,UltimateParent,Immediate Parent,FiscalYear-End,Revenue,TotalEmployees,Employee Growth (%),EmployeesThisLocation,MarketValue,Year of Founding,PrimaryIndustry,PrimaryNAICS,,Cluster
130435,Sr Broadband Solutions Inc,,53.43916321,-113.5705719,"Edmonton, Alberta, T6R 3S3",T6R,780-485-2945,,,,1184,No,No,No,SINGLE_LOCATION,,,,,5,,5,,,Consulting Services,541618,54,Business Services
130438,Heilla Ventures Inc,,53.45058823,-113.5628891,"Edmonton, Alberta, T6R 3S5",T6R,780-232-7026,780-761-8122,,Heilla Ventures Inc. has a wide range of products from bio-remediation to heavy metal removal to spill response and more.  Our many area of focus is that of soil/water remediation.  Our products have been used on projects to successfully treat BTEX ...,1421,No,No,No,SINGLE_LOCATION,,,,0.094764,1,,1,,2009,Remediation & Environmental Cleanup Services,562910,56,Local Utilities
130495,Tervita Corporation,,53.58093643,-113.3197708,"Edmonton, Alberta, T6S 1A7",T6S,780-456-1444,780-456-9696,,Tervita is a leading environmental solutions provider. Our integrated earth water waste and resource solutions deliver safe and efficient results through all phases of a project by minimizing impact maximizing returns.™ Our dedicated employees ...,13896,No,No,No,BRANCH,Tervita Corporation,Tervita Corporation,,,,,60,,,Site Preparation Contractors,236210,23,Construction Products and Services
130542,Sureway Group Of Companies,,53.614088,-113.344456,"Edmonton, Alberta, T6S 1C1",T6S,780-478-8542,,www.surewaygroup.ca,Established in 1970 Sureway is a privately held company. It is  a major Steel Service Centre offering a complete assortment of  all steel products. Sureway also has a complete fabricating  facility with Shearing up to 1/2&quot; x 20' Braking up to ...,1184,No,No,No,SINGLE_LOCATION,,,,,,,,,,Consulting Services,541618,54,Business Services
130604,Canwest Propane Partnership,,53.57504272,-113.3014984,"Edmonton, Alberta, T6S 1H4",T6S,780-465-7820,,www.canwestpropane.com,Supplier of propane (gas) propane equipment,1378,No,No,No,BRANCH,Gibson Energy Inc,Canwest Propane Partnership,,,,,1,,,Industrial Equipment Wholesalers,423830,42,Distribution and Electronic Commerce
130610,Gibson Energy Partnership,,53.586144,-113.295449,"Edmonton, Alberta, T6S 1H6",T6S,780-467-7761,,www.gibsons.com,Amine and glycol filtering which combines bags with bulk  charcoal. Has mobile/installable equipment. Filter - water frac fluid produced oil and water injection. Hydraulic/gear oil filter systems. Custom blending of Oilfield fluids. Rental of ...,2336,No,No,No,SINGLE_LOCATION,,,,1.08135,2,,2,,,Petroleum & Petroleum Products Wholesalers,424720,42,Distribution and Electronic Commerce
130716,Edmonton Bouncy Castle Ltd,,53.4693222,-113.3554306,"Edmonton, Alberta, T6T 0J8",T6T,780-686-3554,,www.edmontonbouncycastle.ca,Edmonton Bouncy Castle provide rental equipment for events in the Alberta Region. Everything from Inflatable Bouncy Castles Tents Food Machines Party Characters Mascots Facepainter's Ballon Artists and much more. Available for both ...,1098,No,No,No,SINGLE_LOCATION,,,,0.189528,1,,1,,,Sporting Goods Stores,441222,44,Local Motor Vehicle Products and Services
130997,Parabola Developments Ltd.,,53.60114,-113.540201,"Edmonton, Alberta, T6V 1A8",T6V,780-907-8144,,www.paraboladevelopments.com,Parabola Developments has Professional and Prompt Home and Business Contractor solutions in Edmonton and years of experience in all types of renovation.,1033,No,No,No,SINGLE_LOCATION,,,,0.181631,1,,1,,,Residential Construction Contractors,236118,23,"Local Real Estate, Construction, and Development"
131052,Newman Theological College,,53.618832,-113.603771,"Edmonton, Alberta, T6V 1H3",T6V,780-392-2450,780-447-2685,www.newman.edu,Newman Theological College (NTC) is a Roman Catholic School of Theology committed to the provision of theological education to Christian men and women. The college prepares laity religious and ordained ministers for service and leadership to meet ...,16867,No,No,No,SINGLE_LOCATION,,,,5.68584,52,,52,,1969,Colleges & Universities,611310,61,Education and Knowledge Creation
131291,Masuch Albert LLP,,53.43431091,-113.5976944,"Edmonton, Alberta, T6W 0J5",T6W,780-452-6800,780-484-6535,www.manlaw.com,Masuch Albert LLP is a mid size Alberta law firm with two offices in Calgary and Edmonton. Founded in 1996 the firm has built a standing for high quality legal work compelling results and long standing client relationships.,3294,No,No,No,BRANCH,Masuch Albert LLP,Masuch Albert LLP,,,,,5,,,Legal Services,541110,54,Local Commercial Services
131312,Canadian Tire,,53.43755341,-113.6016159,"Edmonton, Alberta, T6W 0L7",T6W,780-436-6774,,www.canadiantire.ca,Automotive repairs/Parts/Accessories Sporting Goods Hardware.,7341,No,No,No,SINGLE_LOCATION,,,,2.52704,20,,20,,,Automotive Parts & Accessories Stores,441310,44,Local Motor Vehicle Products and Services
131325,Staples,,53.43721771,-113.6065216,"Edmonton, Alberta, T6W 0L8",T6W,780-408-4902,,www.staples.ca,Office Equipment Supplier; Office Furniture Store,1098,No,No,No,SINGLE_LOCATION,,,,0.079299,1,,1,,,Office Supply Stores,453210,45,Local Commercial Services
131376,Irizar Heavy Industries Inc,,53.404579,-113.51724,"Edmonton, Alberta, T6W 0V4",T6W,780-450-6695,,www.irizarhi.com,The company was established in 1999 under the former name J. Irizar & Company Ltd. Headquarters are located in Edmonton Canada. With over eight thousand projects operating in more than fifty countries we are a Worldwide leader in the construction ...,1033,No,No,No,SINGLE_LOCATION,,,,0.209061,5,,5,,,Commercial & Heavy Construction Contractors,236210,23,Construction Products and Services
131794,ERIKS Industrial Services LP,Eriks Industrial Services LP,53.42212296,-113.4849091,"Edmonton, Alberta, T6X 0J5",T6X,780-437-1260,780-437-1460,,Goodall Canada offers a complete line of hose conveyor belting gaskets and packing and accessories all of which are underwritten by our ability to fabricate these products in-house to ensure on-time delivery.   We have one of the largest rubber ...,12884,No,No,No,BRANCH,SHV Holdings N.V.,ERIKS Industrial Services LP,,,,,60,,,Industrial Supply Wholesalers,423840,42,Distribution and Electronic Commerce
131870,Kal Tire,,53.42512894,-113.4827271,"Edmonton, Alberta, T6X 0N5",T6X,780-395-3176,,,Tire sales service repair.,1098,No,No,No,BRANCH,Kal Tire,Kal Tire,,,,,1,,,Tire Dealers,441320,44,Local Motor Vehicle Products and Services
131955,Alberta Construction Safety Association,ACSA,53.43030548,-113.4797058,"Edmonton, Alberta, T6X 0W6",T6X,780-453-3311,780-455-1120,www.acsa-safety.org,The membership of the Alberta Construction Safety Association (ACSA) consists of employers whose Alberta Workers' Compensation Board (WCB) account falls within participating Industry Codes. Funding for the ACSA is provided by the membership through ...,17481,No,No,No,HEADQUARTERS,Alberta Construction Safety Association,Alberta Construction Safety Association,,6.19974,61,,,,1988,Consulting Services,541618,54,Business Services
131957,Catalyst Network Solutions,,53.44386,-113.466675,"Edmonton, Alberta, T6X 0W6",T6X,780-669-2592,,www.catalyst-solutions.ca,At Catalyst Network Solutions we are the only call you need to make for all your I.T needs. From hardware software virtual services helpdesk and cloud hosting; we have it all.,1281,No,No,No,SINGLE_LOCATION,,,,0.0773906,1,,1,,2005,Information Technology Services,541511,54,"Marketing, Design, and Publishing"
131966,Morrison Hershfield Limited,,53.41773987,-113.4792633,"Edmonton, Alberta, T6X 0W8",T6X,780-483-5200,780-484-3883,,Founded in 1946 Morrison Hershfield continues to uphold its  reputation as a prominent specialty engineering and management  firm.  Our mandate is to provide services and solutions that  will assist our clients in achieving their objectives in a ...,13283,No,No,No,BRANCH,Morrison Hershfield Group Inc,Morrison Hershfield Limited,,,,,45,,,Engineering Services,541330,54,Business Services
131970,Magna IV Engineering,,53.47699,-113.478851,"Edmonton, Alberta, T6X 0X2",T6X,780-462-3111,780-450-2994,www.magnaiv.com,Delivering Confidence for Over 30 Years Magna IV Engineering sprouted in Edmonton Alberta in 1982. Since Day One we have specialized in providing electrical solutions for power control and lighting systems. Our ability to deliver confidence to ...,27028,No,Yes,No,SINGLE_LOCATION,,,,20.61774,160,,160,,2005,Engineering Services,541330,54,Business Services
131972,Homes By Avi,,53.4295,-113.4436,"Edmonton, Alberta, T6X 0X6",T6X,780-761-1403,,www.homesbyavi.com,One of the largest home builders in Calgary and Edmonton over  800 homes a year.  Certified Master Builder and the Official  Stampede Dream Home Builder. Homes by Avi has received many  awards since 1978 most recently Homes by Avi won National ...,1184,No,No,No,SINGLE_LOCATION,,,,0.110558,1,,1,,,Automobile Rental & Leasing,532111,53,Local Logistical Services
132186,Executive Flight Centre Fuel Services Ltd,Executive Flight Centre,53.436971,-113.53828,"Edmonton, Alberta, T9E 0V4",T9E,780-890-8640,780-890-8641,www.executiveflightcentre.com,,1184,No,No,No,BRANCH,,,,0.047382,,,1,,,"Arts, Entertainment & Recreation Sector",713990,71,Hospitality and Tourism
132245,Emco Corporation,,53.58792496,-116.4150085,"Edson, Alberta, T7E 1B8",T7E,780-723-3918,780-723-7215,www.emcobc.ca,ABS Pipe & Fittings Acrylics & Fibreglass Copper Pipe & Fittings Drains Faucets Fire Protection Fixtures Flush Valves & Institutional Brass Hand Showers Kitchen Sinks Pressure Pumps Parts & Supplies PVC Pipe & Fittings Rough Brass ...,2131,No,No,No,BRANCH,Hajoca Corporation,Emco Corporation,,,,,2,,,Wholesale Sector,423810,42,Distribution and Electronic Commerce
132263,Enerflex Ltd.,Enerflex Ltd,53.585241,-116.417281,"Edson, Alberta, T7E 1C1",T7E,780-723-2173,780-823-7588,,Enerflex Ltd. (TSX: EFX) is an international company delivering products services and integrated solutions to all corners of the world focusing on processing and moving your energy between the wellhead and the market.  Enerflex is the ...,14294,No,No,Yes,BRANCH,Enerflex Ltd.,Enerflex Ltd.,,,,,20,,,Machinery Manufacturing,333912,33,Production Technology and Heavy Machinery
132288,Weatherford Canada Partnership,MANUFACTURING CENTER,53.58546829,-116.4241104,"Edson, Alberta, T7E 1C2",T7E,780-723-6424,,,Weatherford International Ltd. is the fourth largest diversified upstream oilfield service company in the world.  Our broad portfolio of products and services offers everything for the life cycle of a well - from drilling evaluation completion ...,2142,No,No,Yes,BRANCH,Weatherford Canada Partnership,Weatherford Canada Partnership,,,,,,,,Oil & Gas Field Equipment Manufacturing,333132,33,Production Technology and Heavy Machinery
132386,Edson & District Chamber Of Commerce,,53.578841,-116.443256,"Edson, Alberta, T7E 1L5",T7E,780-723-4918,780-723-5545,www.edsonchamber.com,The Edson & District Chamber of Commerce is an association of members from the Edson & District Trading Area.,2207,No,No,No,SINGLE_LOCATION,,,,0.221116,2,,2,,,Business & Professional Associations,813910,81,Local Community and Civic Organizations
132411,Baker Hughes Canada Company,Hughes Christensen Canada,53.575787,-116.449954,"Edson, Alberta, T7E 1L8",T7E,780-723-5622,780-723-6332,www.bakerhughes.com,Baker Hughes serves the worldwide oil and natural gas industry with reservoir consulting and products and services for drilling formation evaluation completion and production. We are a leading provider for high-performance technology that creates ...,4295,No,No,Yes,BRANCH,Baker Hughes Incorporated,Baker Hughes Canada Company,,,,,3,,,Oil & Gas Field Equipment Manufacturing,333132,33,Production Technology and Heavy Machinery
132430,Pyramid Corporation,,53.578471,-116.448472,"Edson, Alberta, T7E 1L8",T7E,780-778-2669,780-723-2857,,Pyramid Corporation has over 38 years of extensive electrical  instrumentation and metals manufacturing experience throughout  Canada in the petroleum petro chemical mining and wood products  sectors of industry.  Our firm offers a broad ...,7944,No,No,No,BRANCH,PTW Energy Services Ltd,Pyramid Corporation,,,,,20,,,Electronic Equipment Repair Services,811219,81,Local Industrial Products and Services
132474,Suncor Energy Inc,,53.57197189,-116.4752808,"Edson, Alberta, T7E 1N3",T7E,780-723-7911,,,,2142,No,No,Yes,BRANCH,Suncor Energy Inc,Suncor Energy Inc,,,,,1,,,Petroleum Refining,324110,32,Oil and Gas Production and Transportation
132493,Gibson Energy ULC,,53.5868187,-116.387825,"Edson, Alberta, T7E 1N9",T7E,780-723-6171,780-795-2723,www.gibsonenergy.com,Transportation of oil and gas products by truck pipelines etc.  Member of :  Alberta Trucking Assoc. Alberta Trucking Industry Safety Assoc.,5931,No,No,No,BRANCH,Gibson Energy Inc,Gibson Energy ULC,,,,,10,,,Petroleum & Petroleum Products Wholesalers,424720,42,Distribution and Electronic Commerce
132509,Premier Integrated Technologies Ltd,,53.586617,-116.4499,"Edson, Alberta, T7E 1R3",T7E,780-723-2976,,www.premiertech.ca,Premier Integrated Technologies Ltd. is Canada's premier oil & gas well optimization company.  Providing services from 15 locations throughout the Western Canadian Basin we have a representative close to your field.  Products and services include:  ...,1001,No,No,No,BRANCH,"Superior Energy Services, Inc.",Premier Integrated Technologies Ltd,,,,,1,,,Oil & Gas Field Services,213112,21,Oil and Gas Production and Transportation
132524,Kal Tire,,53.575573,-116.453212,"Edson, Alberta, T7E 1R8",T7E,780-712-7540,780-712-6105,,Tire sales service repair.,5586,No,No,No,BRANCH,Kal Tire,Kal Tire,,,,,13,,,Tire Dealers,441320,44,Local Motor Vehicle Products and Services
132529,Baker Hughes Canada Company,Baker Petrolite,53.575899,-116.452488,"Edson, Alberta, T7E 1R8",T7E,780-723-3688,,www.bakerhughes.com,Baker Hughes serves the worldwide oil and natural gas industry with reservoir consulting and products and services for drilling formation evaluation completion and production. We are a leading provider for high-performance technology that creates ...,5597,No,No,No,BRANCH,Baker Hughes Incorporated,Baker Hughes Canada Company,,,,,15,,,Oil & Gas Field Services,213112,21,Oil and Gas Production and Transportation
132718,Flint Energy Services Ltd.,Flint Field Services,53.5827713,-116.4319382,"Edson, Alberta, T7E 1T6",T7E,780-723-3678,780-723-7091,,,7976,No,No,No,BRANCH,AECOM,Flint Energy Services Ltd.,,,,,25,,,Commercial & Heavy Construction Contractors,237110,23,"Local Real Estate, Construction, and Development"
132773,Suncor Energy Inc,,53.5827713,-116.4319382,"Edson, Alberta, T7E 1T8",T7E,780-794-8419,,,,1001,No,No,No,BRANCH,Suncor Energy Inc,Suncor Energy Inc,,,,,1,,,Oil & Gas Exploration & Production,211111,21,Forestry
132842,Suncor Energy Inc,Suncor Energy,53.5827713,-116.4319382,"Edson, Alberta, T7E 1V3",T7E,780-693-7300,780-693-3788,,,18492,No,No,Yes,BRANCH,Suncor Energy Inc,Suncor Energy Inc,,,,,30,,,Petroleum Refining,324110,32,Oil and Gas Production and Transportation
133093,Newalta Corporation,,53.89683914,-110.897583,"Elk Point, Alberta, T0A 1A0",T0A,780-724-4333,780-724-3519,www.newalta.com,Newalta is a leading provider of innovative engineered environmental solutions that enable customers to reduce disposal enhance recycling and recover valuable resources from oil and gas exploration and production waste streams. We serve customers ...,9612,No,No,No,BRANCH,Newalta Corporation,Newalta Corporation,,,,,,,,Solid Waste Services & Recycling,562920,56,Environmental Services
133113,Tervita Corporation,CCS Midstream Services,53.89683914,-110.897583,"Elk Point, Alberta, T0A 1A0",T0A,780-724-3002,780-724-4961,,Tervita is a leading environmental solutions provider. Our integrated earth water waste and resource solutions deliver safe and efficient results through all phases of a project by minimizing impact maximizing returns.™ Our dedicated employees ...,6921,No,No,No,BRANCH,Tervita Corporation,Tervita Corporation,,,,,21,,,Oil & Gas Field Services,213112,21,Oil and Gas Production and Transportation
133166,Weatherford Canada Partnership,BMW Products & Services,53.89951,-110.893771,"Elk Point, Alberta, T0A 1A0",T0A,780-724-4079,780-724-4405,,Weatherford International Ltd. is the fourth largest diversified upstream oilfield service company in the world.  Our broad portfolio of products and services offers everything for the life cycle of a well - from drilling evaluation completion ...,6663,No,No,Yes,BRANCH,Weatherford Canada Partnership,Weatherford Canada Partnership,,,,,6,,,Oil & Gas Field Equipment Manufacturing,333132,33,Production Technology and Heavy Machinery
133692,Fairview & District Chamber of Commerce,,56.06760025,-118.3789978,"Fairview, Alberta, T0H 1L0",T0H,780-835-5999,780-835-5991,www.fairview.ca,,1184,No,No,No,SINGLE_LOCATION,,,,0.110558,1,,1,,,Business & Professional Associations,813910,81,Local Community and Civic Organizations
133806,Prairie Disposal Ltd,,56.06760025,-118.3789978,"Fairview, Alberta, T0H 1L0",T0H,780-835-5560,,www.prairiedisposal.com,Waste Disposal cardboard recycling and hauling.  Member of :  Alberta Trucking Association.,1345,No,No,No,SINGLE_LOCATION,,,,,2,,2,,,Trucking,484110,48,Local Logistical Services
133921,Flint Energy Services Ltd.,,56.06760025,-118.3789978,"Fairview, Alberta, T0H 1L0",T0H,780-835-5600,780-835-5191,www.urs.com,,20904,No,No,No,BRANCH,AECOM,Flint Energy Services Ltd.,,,,,120,,,Oil & Gas Field Services,213112,21,Oil and Gas Production and Transportation
133989,Falher Chamber Of Commerce,,55.73786545,-117.2005615,"Falher, Alberta, T0H 1M0",T0H,780-837-2880,780-837-2647,www.smokyriverchamber.ca,,2723,No,No,No,SINGLE_LOCATION,,,,0.663348,6,,6,,,Business & Professional Associations,813910,81,Local Community and Civic Organizations
134023,MNP LLP,MNP,55.73786545,-117.2005615,"Falher, Alberta, T0H 1M0",T0H,780-837-2828,780-624-8766,www.mnptax.ca,MNP is one of the largest chartered accountancy and business consulting firms in Canada. For more than 65 years we have proudly served and responded to the needs of our clients in the public private and not-for-profit sectors. Through partner-led ...,1184,No,No,No,BRANCH,MNP LLP,MNP LLP,,,,,,,,Accounting Services,541219,54,Local Commercial Services
134279,MNP LLP,,49.478842,-111.440664,"Foremost, Alberta, T0K 0X0",T0K,403-867-3646,,www.mnptax.ca,MNP is one of the largest chartered accountancy and business consulting firms in Canada. For more than 65 years we have proudly served and responded to the needs of our clients in the public private and not-for-profit sectors. Through partner-led ...,1184,No,No,No,BRANCH,MNP LLP,MNP LLP,,,,,1,,,Accounting Services,541213,54,Local Financial Services
134421,Freeman River RV Park,,54.33407211,-114.7715149,"Fort Assiniboine, Alberta, T0G 1A0",T0G,780-584-2364,,www.freemanriver.com,Freeman River RV Park and Campground with 47 back-in camping sites is designed to accommodate almost every type of RV. All camping sites have level gravel pads picnic tables fire rings and power hookups.  Freeman River RV Park and Campground ...,1841,No,No,No,SINGLE_LOCATION,,,,0.0694936,2,,2,,,Recreational Vehicle Parks,721211,72,Hospitality and Tourism
134527,Wah Pun Bed & Breakfast,,56.44696,-111.049691,"Fort Chipewyan, Alberta, T0P 1B0",T0P,780-697-3030,780-697-3543,www.fortmcmurraytourism.com,,2045,No,No,No,SINGLE_LOCATION,,,,0.094764,2,,2,,,Bed & Breakfast Inns,721191,72,Hospitality and Tourism
134830,Water Pure & Simple,,49.72254181,-113.3989487,"Fort Macleod, Alberta, T0L 0Z0",T0L,403-553-2080,,,Specializing in production and delivery of bottled water throughout Southern Alberta - reverse osmosis spring and distilled Bottled Water Water Cooler Packaged Ice Bottleless Coolers Reverse Osmosis Systems Water Filtration Water Softeners ...,1518,No,No,No,SINGLE_LOCATION,,,,0.331674,1,,1,,1994,Water & Sewer Utilities,221310,22,Construction Products and Services
135146,MNP LLP,,56.7257,-111.383611,"Fort Mcmurray, Alberta, T9H 1T5",T9H,780-791-9000,,www.mnptax.ca,MNP is one of the largest chartered accountancy and business consulting firms in Canada. For more than 65 years we have proudly served and responded to the needs of our clients in the public private and not-for-profit sectors. Through partner-led ...,11926,No,No,No,BRANCH,MNP LLP,MNP LLP,,,,,38,,,Accounting Services,541219,54,Local Commercial Services
135226,Tervita Corporation,,56.71687,-111.346611,"Fort Mcmurray, Alberta, T9H 1W6",T9H,780-714-3372,,,Tervita is a leading environmental solutions provider. Our integrated earth water waste and resource solutions deliver safe and efficient results through all phases of a project by minimizing impact maximizing returns.™ Our dedicated employees ...,9149,No,No,No,BRANCH,Tervita Corporation,Tervita Corporation,,,,,25,,,Environmental Consulting Services,541620,54,Local Commercial Services
135255,Shell Canada Limited,,56.71554,-111.344021,"Fort Mcmurray, Alberta, T9H 1X6",T9H,780-743-3545,,www.shell.ca,,4725,No,No,No,BRANCH,ROYAL DUTCH SHELL PLC,Shell Canada Limited,,,,,10,,,Gas Stations,447190,44,Local Motor Vehicle Products and Services
135500,Fort McMurray Chamber of Commerce,,56.72726,-111.379371,"Fort Mcmurray, Alberta, T9H 2K5",T9H,780-743-3100,780-790-9757,www.fortmcmurraychamber.ca,,9203,No,No,No,SINGLE_LOCATION,,,,2.13219,19,,19,,,Business & Professional Associations,813910,81,Local Community and Civic Organizations
135511,WorleyParsons Canada Services Ltd,,56.72726,-111.379371,"Fort Mcmurray, Alberta, T9H 2K5",T9H,780-790-2851,,,WorleyParsons is a leading global provider of project delivery and consulting services to the resource energy and complex process industries. Our services cover the full asset spectrum - both in size and lifecycle from the creation of new assets ...,1184,No,No,No,BRANCH,WORLEYPARSONS LIMITED,WorleyParsons Canada Services Ltd,,,,,1,,,Engineering Services,541330,54,Business Services
135728,Kal Tire,,56.66923904,-111.252533,"Fort Mcmurray, Alberta, T9H 3E2",T9H,780-790-0101,780-743-0632,,Tire sales service repair.,10269,No,No,No,BRANCH,Kal Tire,Kal Tire,,,,,30,,,Automotive Repair & Maintenance Services,811198,81,Local Motor Vehicle Products and Services
135734,Suncor Energy Inc,,56.722615,-111.361523,"Fort Mcmurray, Alberta, T9H 3E2",T9H,780-743-6411,,,,51634,No,No,No,BRANCH,Suncor Energy Inc,Suncor Energy Inc,,,,,500,,,Oil & Gas Exploration & Production,211111,21,Forestry
135746,Suncor Energy Inc,Oil Sands Group,56.66923904,-111.252533,"Fort Mcmurray, Alberta, T9H 3E3",T9H,780-713-7163,780-791-8333,,,52937,No,No,No,BRANCH,Suncor Energy Inc,Suncor Energy Inc,,,,,2300,,,Oil & Gas Exploration & Production,211111,21,Forestry
135755,Suncor Energy Inc,,56.722615,-111.361523,"Fort Mcmurray, Alberta, T9H 3G2",T9H,780-743-1382,,,,8676,No,No,No,BRANCH,Suncor Energy Inc,Suncor Energy Inc,,,,,30,,,Oil & Gas Exploration & Production,211111,21,Forestry
135836,Kal Tire,,56.6839447,-111.3488846,"Fort Mcmurray, Alberta, T9H 3R2",T9H,780-791-2575,780-743-9161,,Tire sales service repair.,5586,No,No,No,BRANCH,Kal Tire,Kal Tire,,,,,13,,,Tire Dealers,441320,44,Local Motor Vehicle Products and Services
135962,Gibson Energy ULC,Canwest Propane,56.71644,-111.348661,"Fort Mcmurray, Alberta, T9H 4A5",T9H,780-715-1001,780-463-2772,www.gibsonenergy.com,Transportation of oil and gas products by truck pipelines etc.  Member of :  Alberta Trucking Assoc. Alberta Trucking Industry Safety Assoc.,10613,No,No,No,BRANCH,Gibson Energy Inc,Gibson Energy ULC,,2.9934,,,,,,Petroleum & Petroleum Products Wholesalers,424720,42,Distribution and Electronic Commerce
135981,Entrec Corporation,,56.6614,-111.334711,"Fort Mcmurray, Alberta, T9H 4A6",T9H,780-790-0279,,www.entrec.com,ENTREC is a leading provider of heavy lift and heavy haul services with offerings encompassing crane services heavy haul transportation engineering logistics and support. ENTREC provides these services to the oilsands oil and natural gas ...,1345,No,No,No,BRANCH,Entrec Corporation,Entrec Corporation,,,,,1,,,Trucking,484110,48,Local Logistical Services
136000,Emco Corporation,,56.66467,-111.342721,"Fort Mcmurray, Alberta, T9H 4A8",T9H,,,www.emcobc.ca,ABS Pipe & Fittings Acrylics & Fibreglass Copper Pipe & Fittings Drains Faucets Fire Protection Fixtures Flush Valves & Institutional Brass Hand Showers Kitchen Sinks Pressure Pumps Parts & Supplies PVC Pipe & Fittings Rough Brass ...,1378,No,No,No,BRANCH,Hajoca Corporation,Emco Corporation,,,,,1,,,"Electrical, Plumbing & Hardware Wholesalers",423720,42,Distribution and Electronic Commerce
136029,Flint Energy Services Ltd.,,56.66367,-111.334951,"Fort Mcmurray, Alberta, T9H 4B2",T9H,780-588-2425,,,,9967,No,No,No,BRANCH,AECOM,Flint Energy Services Ltd.,,,,,40,,,Oil & Gas Field Services,213112,21,Oil and Gas Production and Transportation
136032,Emco Corporation,,56.66372,-111.339511,"Fort Mcmurray, Alberta, T9H 4B3",T9H,780-743-9148,780-791-7196,www.emcobc.ca,ABS Pipe & Fittings Acrylics & Fibreglass Copper Pipe & Fittings Drains Faucets Fire Protection Fixtures Flush Valves & Institutional Brass Hand Showers Kitchen Sinks Pressure Pumps Parts & Supplies PVC Pipe & Fittings Rough Brass ...,7341,No,No,No,BRANCH,Hajoca Corporation,Emco Corporation,,,,,14,,,"Electrical, Plumbing & Hardware Wholesalers",423720,42,Distribution and Electronic Commerce
136048,ALS LABORATORIES,,56.66574,-111.341651,"Fort Mcmurray, Alberta, T9H 4B5",T9H,780-791-1509,,,Conducts environmental testing for pulp and paper and oil and gas industry.,3703,No,No,No,SINGLE_LOCATION,,,,0.363262,6,,6,,,Scientific Research & Development Services,541712,54,Education and Knowledge Creation
136084,Distribution Now,,56.6666069,-111.3329926,"Fort Mcmurray, Alberta, T9H 4C4",T9H,780-791-7000,,,SUPPLYING THE LEADING HEAD - CE FRANKLIN LTD.  CE Franklin Ltd. Is Canada's leading distributor of supplies to  the oil and gas drilling and production industry.  Through its 42  locations across Canada the Company sells pipe valves pumps  ...,1378,No,No,No,SINGLE_LOCATION,,,,,1,,1,,,Industrial Equipment Wholesalers,423830,42,Distribution and Electronic Commerce
136097,SMS Equipment Inc,"Coneco Equipment, Div of",56.6666069,-111.3329926,"Fort Mcmurray, Alberta, T9H 4C4",T9H,780-791-0616,780-790-1712,www.smsequip.com,SMS Equipment Inc. provides dedicated focus on the needs of the construction forestry and mining industries and utility product users. SMS Equipment was created to provide customers with integrated solutions and to expand service capabilities as a ...,16469,No,No,No,BRANCH,SUMITOMO CORPORATION,SMS Equipment Inc,,,,,50,,,Wholesale Sector,423810,42,Distribution and Electronic Commerce
136104,Metalcare Group Inc,,56.6666069,-111.3329926,"Fort Mcmurray, Alberta, T9H 4C4",T9H,780-715-1889,780-715-1898,www.metalcare.com,Project QA/QC Welding Inspection NDT Geotechnical Suveying (Geomatics) Safety Training and Project Management support services to Oil and Gas Industries,5554,No,No,No,SINGLE_LOCATION,,,,0.86867,10,,10,,,Testing Laboratories,541990,54,Business Services
136313,Alberta Construction Safety Association,,56.68462,-111.347091,"Fort Mcmurray, Alberta, T9H 4K7",T9H,780-715-2157,,www.acsa-safety.org,The membership of the Alberta Construction Safety Association (ACSA) consists of employers whose Alberta Workers' Compensation Board (WCB) account falls within participating Industry Codes. Funding for the ACSA is provided by the membership through ...,1184,No,No,No,BRANCH,Alberta Construction Safety Association,Alberta Construction Safety Association,,,,,1,,,Consulting Services,541618,54,Business Services
136344,Nalco Champion,,56.68460846,-111.3483047,"Fort Mcmurray, Alberta, T9H 4K7",T9H,780-799-4222,,,Champion Technologies provides specialty chemicals to the oil  and gas industry worldwide.  Champion Technologies is basic in  manufacturing and has proven research development and technical  teams.  Champion's sales service and technical ...,1378,No,No,No,SINGLE_LOCATION,,,,0.244807,1,,1,,,Chemical Wholesalers,424690,42,Distribution and Electronic Commerce
136349,FourQuest Energy Inc,,56.68462,-111.347091,"Fort Mcmurray, Alberta, T9H 4K7",T9H,780-750-2829,,www.fourquest.com,Oil Field Services Company providing specialised mechanical pre-commissioning commissioning services  on new projects and maintenance services for plant turnarounds and shutdowns,1001,No,No,No,BRANCH,FourQuest Energy Inc,FourQuest Energy Inc,,,,,1,,,Oil & Gas Field Services,213112,21,Oil and Gas Production and Transportation
136441,Electric Motor Service Limited,,56.66907501,-111.3288803,"Fort Mcmurray, Alberta, T9H 4T5",T9H,780-790-9550,780-799-4560,www.emsl.ca,Electric Motor Service Limited is a leader in Western Canada in the sales and servicing of industrial electric motors (including sales service and remanufacturing/rewind services) as well as industrial and residential water and wastewater pumps ...,3703,No,No,No,BRANCH,507518 Alberta Ltd,Electric Motor Service Limited,,,,,6,,,Consumer Services,811310,81,Local Commercial Services
